step,time,gps_x,gps_y,gps_z,gps_speed,gyro_x,gyro_y,gyro_z,imu_roll,imu_pitch,imu_yaw,imu_quat_x,imu_quat_y,imu_quat_z,imu_quat_w,radar_targets_count,roof_lidar_min_dist,roof_lidar_max_dist,roof_lidar_mean_dist,camera_red,camera_green,camera_blue,camera_gray,camera_recognition_objects,driver_speed,driver_steering_angle,driver_brake_intensity,collision_detected
103,5.160000,-89.929045,35.924936,0.317198,13.820732,0.006511,0.001207,0.376075,0.011573,-0.004462,-2.445735,0.000124,0.006200,0.940058,-0.340957,2,13.638552,99.407539,38.809522,19,23,22,21.333333333333332,9,49.429693,-0.080064,0.000000,0
104,5.210000,-90.456660,35.477945,0.316932,13.826569,0.007306,0.002233,0.365555,0.011889,-0.004674,-2.427228,0.000111,0.006386,0.936862,-0.349642,2,13.907897,99.896446,38.733053,20,24,22,22.0,9,49.438957,-0.078042,0.000000,0
105,5.260000,-90.975346,35.021789,0.317005,13.807976,-0.001730,0.007261,0.358411,0.011877,-0.004619,-2.409235,0.000030,0.006372,0.933678,-0.358056,2,14.398032,99.891594,38.674074,38,43,35,38.666666666666664,9,49.435188,-0.077010,0.000000,0
106,5.310000,-91.485387,34.556705,0.317198,13.806100,-0.005109,0.006577,0.358374,0.011534,-0.004476,-2.391392,-0.000030,0.006186,0.930448,-0.366371,2,14.764431,99.958885,38.595417,53,59,44,52.0,9,49.433898,-0.077187,0.000000,0
107,5.360000,-91.988018,34.081939,0.317055,13.837999,0.003673,0.000271,0.369840,0.011389,-0.004606,-2.373179,0.000001,0.006142,0.927074,-0.374829,2,15.209708,98.203270,38.393739,41,47,38,42.0,9,49.433216,-0.078765,0.000000,0
108,5.410000,-92.481643,33.598333,0.317092,13.805153,0.007014,0.008601,0.369965,0.011601,-0.004579,-2.354750,-0.000109,0.006235,0.923580,-0.383356,2,15.929039,98.748634,38.297963,39,48,38,41.666666666666664,9,49.437319,-0.079951,0.000000,0
109,5.460000,-92.965412,33.106329,0.317344,13.802618,0.004708,0.007137,0.368155,0.011792,-0.004379,-2.336322,-0.000296,0.006283,0.920008,-0.391848,2,16.603354,99.280296,38.142825,42,46,40,42.666666666666664,9,49.433633,-0.079097,0.000000,0
110,5.510000,-93.440479,32.604875,0.317291,13.828098,0.002885,0.000305,0.358510,0.011876,-0.004435,-2.318233,-0.000344,0.006329,0.916426,-0.400154,2,16.840889,99.105560,38.097846,32,40,31,34.333333333333336,9,49.431451,-0.076094,0.000000,0
111,5.560000,-93.907005,32.094397,0.317067,13.824197,-0.006047,0.002828,0.345115,0.011667,-0.004623,-2.300729,-0.000271,0.006269,0.912889,-0.408159,2,14.810220,98.933540,38.017941,29,36,29,31.333333333333332,9,49.437422,-0.074025,0.000000,0
112,5.610000,-94.363927,31.576747,0.317162,13.804381,-0.011391,0.007144,0.351886,0.011003,-0.004519,-2.283426,-0.000234,0.005942,0.909326,-0.416041,2,9.837307,99.883797,38.032984,33,36,30,33.0,9,49.434683,-0.076022,0.000000,0
113,5.660000,-94.811976,31.051035,0.317119,13.828340,0.004154,0.001417,0.358198,0.010664,-0.004502,-2.265651,-0.000223,0.005783,0.905594,-0.424107,2,18.601738,99.855682,38.005662,33,39,32,34.666666666666664,9,49.430778,-0.076811,0.000000,0
114,5.710000,-95.251472,30.516733,0.316857,13.839724,0.011236,0.000747,0.363261,0.010950,-0.004684,-2.247604,-0.000255,0.005949,0.901729,-0.432261,2,19.357695,99.988197,38.045195,34,39,32,35.0,9,49.434433,-0.077268,0.000000,0
115,5.760000,-95.680803,29.974853,0.316880,13.818444,0.006604,0.006859,0.346716,0.011380,-0.004661,-2.229937,-0.000412,0.006135,0.897874,-0.440209,2,14.286395,99.834900,38.080180,20,22,22,21.333333333333332,8,49.435951,-0.074257,0.000000,0
116,5.810000,-96.100097,29.426060,0.317115,13.812297,-0.005046,0.007334,0.341920,0.011199,-0.004481,-2.212832,-0.000505,0.006010,0.894077,-0.447872,2,18.284042,99.933716,37.941935,35,40,32,35.666666666666664,8,49.434246,-0.073423,0.000000,0
117,5.860000,-96.510553,28.869456,0.317057,13.841217,-0.002226,0.000646,0.341482,0.010915,-0.004549,-2.195760,-0.000461,0.005895,0.890222,-0.455488,2,17.213432,99.967850,37.939560,47,55,43,48.333333333333336,8,49.433161,-0.072541,0.000000,0
118,5.910000,-96.911673,28.305867,0.317003,13.822721,-0.002986,0.005931,0.342632,0.010652,-0.004605,-2.178728,-0.000425,0.005787,0.886312,-0.463052,2,17.083910,99.982353,37.938371,41,48,36,41.666666666666664,8,49.438601,-0.073884,0.000000,0
119,5.960000,-97.302438,27.736253,0.317199,13.808935,-0.000160,0.008166,0.347353,0.010532,-0.004434,-2.161517,-0.000522,0.005690,0.882295,-0.470662,2,16.532011,99.967171,37.778006,37,45,38,40.0,8,49.435284,-0.074942,0.000000,0
120,6.010000,-97.683864,27.159545,0.317136,13.838466,0.008943,0.000949,0.357981,0.010673,-0.004473,-2.143863,-0.000589,0.005756,0.878106,-0.478432,2,15.914175,99.967384,37.750986,45,57,41,47.666666666666664,8,49.433131,-0.076046,0.000000,0
121,6.060000,-98.055258,26.575762,0.316992,13.832465,0.010984,0.003237,0.348282,0.011188,-0.004602,-2.126236,-0.000708,0.006007,0.873853,-0.486152,2,15.420994,99.870827,37.613071,34,36,32,34.0,8,49.439058,-0.074416,0.000000,0
122,6.110000,-98.415799,25.986020,0.317085,13.819936,-0.001779,0.006151,0.335374,0.011296,-0.004546,-2.109235,-0.000811,0.006034,0.869689,-0.493563,2,14.854929,99.880318,37.563048,32,37,31,33.333333333333336,8,49.435147,-0.071826,0.000000,0
123,6.160000,-98.766103,25.390548,0.317215,13.823202,-0.010017,0.004287,0.331764,0.010772,-0.004433,-2.092685,0.000778,-0.005772,-0.865577,0.500742,2,14.348284,99.992332,37.405493,41,45,35,40.333333333333336,8,49.430417,-0.070837,0.000000,0
124,6.210000,-99.107108,24.788523,0.317037,13.844542,-0.003436,-0.000055,0.336060,0.010366,-0.004566,-2.076072,0.000666,-0.005624,-0.861389,0.507915,2,13.896021,99.938011,37.353272,24,27,26,25.666666666666668,8,49.433617,-0.071679,0.000000,0
